frame,t_s,vehicles_in_roi,avg_speed_kmh,los,overspeeding,total_unique,helmet_bikes,helmet_violations,triple_violations
863,312.34,12,0.49,A,0,540,212,0,0
864,312.75,12,0.49,A,0,541,212,0,0
865,313.26,13,0.51,A,0,542,212,0,0
866,313.63,13,0.5,A,0,542,212,0,0
867,314.07,12,0.51,A,0,542,212,0,0
868,314.58,9,0.44,A,0,542,212,0,0
869,314.95,12,0.5,A,0,542,212,0,0
870,315.32,11,0.51,A,0,542,212,0,0
871,315.92,11,0.49,A,0,542,212,0,0
872,316.32,12,0.49,A,0,543,212,0,0
873,316.8,13,0.46,A,0,543,212,0,0
874,317.18,12,0.43,A,0,543,212,0,0
875,317.56,15,0.45,A,0,545,213,0,0
876,318.09,13,0.4,A,0,545,213,0,0
877,318.47,15,0.41,A,0,546,213,0,0
878,318.84,10,0.38,A,0,546,213,0,0
879,319.31,12,0.41,A,0,546,213,0,0
880,319.72,12,0.41,A,0,546,213,0,0
881,320.11,13,0.45,A,0,547,213,0,0
882,320.59,15,0.43,A,0,549,213,0,0
883,320.95,12,0.49,A,0,549,213,0,0
884,321.36,11,0.46,A,0,549,213,0,0
885,321.87,12,0.42,A,0,551,213,0,0
886,322.22,12,0.51,A,0,551,213,0,0
887,322.58,11,0.52,A,0,551,213,0,0
888,323.1,11,0.51,A,0,551,213,0,0
889,323.46,10,0.49,A,0,552,213,0,0
890,323.83,9,0.32,A,0,552,214,0,0
891,324.31,7,0.34,A,0,553,214,0,0
892,324.7,9,0.39,A,0,553,214,0,0
893,325.06,9,0.38,A,0,554,214,0,0
894,325.59,13,0.39,A,0,555,214,0,0
895,325.97,13,0.38,A,0,555,214,0,0
896,326.34,13,0.39,A,0,557,214,0,0
897,326.81,13,0.36,A,0,557,214,0,0
898,327.23,11,0.36,A,0,558,214,0,0
899,327.61,10,0.37,A,0,558,215,0,0
900,328.1,12,0.34,A,0,558,215,0,0
901,328.45,13,0.35,A,0,558,215,0,0
902,328.85,10,0.41,A,0,559,215,0,0
903,329.33,12,0.38,A,0,559,215,0,0
904,329.69,10,0.4,A,0,559,215,0,0
905,330.04,8,0.34,A,0,559,215,0,0
906,330.55,12,0.35,A,0,559,215,0,0
907,330.93,13,0.37,A,0,560,215,0,0
908,331.29,13,0.47,A,0,561,215,0,0
909,331.76,13,0.5,A,0,562,215,0,0
910,332.16,10,0.52,A,0,562,215,0,0
911,332.52,12,0.48,A,0,562,217,0,0
912,333,12,0.55,A,0,563,217,0,0
913,333.4,9,0.57,A,0,565,217,0,0
914,333.77,11,0.63,A,0,567,217,0,0
915,334.24,13,0.57,A,0,569,217,0,0
916,334.6,9,0.59,A,0,569,217,0,0
917,335.02,12,0.56,A,0,570,218,0,0
918,335.49,12,0.56,A,0,570,218,0,0
919,335.85,13,0.54,A,0,570,218,0,0
920,336.26,11,0.5,A,0,572,218,0,0
921,336.72,12,0.5,A,0,575,218,0,0
922,337.08,14,0.54,A,0,575,218,0,0
923,337.48,12,0.53,A,0,576,218,0,0
924,338.02,10,0.58,A,0,576,218,0,0
925,338.38,13,0.6,A,0,577,218,0,0
926,338.74,13,0.61,A,0,577,219,0,0
927,339.19,14,0.56,A,0,578,219,0,0
928,339.61,16,0.58,A,0,578,219,0,0
929,339.97,14,0.62,A,0,578,221,0,0
930,340.43,11,0.65,A,0,579,221,0,0
931,340.77,13,0.65,A,0,579,221,0,0
932,341.16,14,0.65,A,0,579,222,0,0
933,341.62,15,0.62,A,0,579,222,0,0
934,341.97,11,0.7,A,0,579,222,0,0
935,342.3,12,0.77,A,0,579,223,0,0
936,342.8,11,0.77,A,0,580,223,0,0
937,343.14,12,0.75,A,0,581,223,0,0
938,343.5,11,0.75,A,0,581,223,0,0
939,344,11,0.82,A,0,581,223,0,0
940,344.37,13,0.75,A,0,581,223,0,0
941,344.72,10,0.71,A,0,581,223,0,0
942,345.19,12,0.67,A,0,581,223,0,0
943,345.57,13,0.72,A,0,583,223,0,0
944,345.94,14,0.74,A,0,583,223,0,0
945,346.41,13,0.71,A,0,584,223,0,0
946,346.76,12,0.7,A,0,585,223,0,0
947,347.24,10,0.78,A,0,585,224,0,0
948,347.73,12,0.72,A,0,585,224,0,0
949,348.1,11,0.72,A,0,585,224,0,0
950,348.46,11,0.73,A,0,586,224,0,0
951,348.91,12,0.68,A,0,588,224,0,0
952,349.33,12,0.78,A,0,590,224,0,0
953,349.7,12,0.73,A,0,590,226,0,0
954,350.17,11,0.75,A,0,590,226,0,0
955,350.54,11,0.7,A,0,591,226,0,0
956,350.96,12,0.67,A,0,591,227,0,0
957,351.47,13,0.68,A,0,591,227,0,0
958,351.83,13,0.7,A,0,592,227,0,0
959,352.2,11,0.76,A,0,593,228,0,0
960,352.71,15,0.68,A,0,594,228,0,0
961,353.08,13,0.68,A,0,594,228,0,0
962,353.44,14,0.73,A,0,594,228,0,0
963,353.94,14,0.76,A,0,596,228,0,0
964,354.31,14,0.77,A,0,597,228,0,0
965,354.67,14,0.8,A,0,597,229,0,0
966,355.13,13,0.85,A,0,598,229,0,0
967,355.54,12,0.82,A,0,598,229,0,0
968,355.92,13,0.83,A,0,598,230,0,0
969,356.38,13,0.82,A,0,601,230,0,0
970,356.75,15,0.83,A,0,602,230,0,0
971,357.14,15,0.82,A,0,603,231,0,0
972,357.62,12,0.81,A,0,603,231,0,0
973,357.98,15,0.79,A,0,605,231,0,0
974,358.38,16,0.75,A,0,606,231,0,0
975,358.87,17,0.72,A,0,607,231,0,0
976,359.22,16,0.76,A,0,607,231,0,0
977,359.59,19,0.72,A,0,609,231,0,0
978,360.1,15,0.77,A,0,610,231,0,0
979,360.5,14,0.71,A,0,610,231,0,0
980,360.87,15,0.7,A,0,610,231,0,0
981,361.36,16,0.67,A,0,610,231,0,0
982,361.77,17,0.64,A,0,610,231,0,0
983,362.15,15,0.63,A,0,610,231,0,0
984,362.62,15,0.77,A,0,610,231,0,0
985,362.98,16,0.73,A,0,610,231,0,0
986,363.41,14,0.73,A,0,610,231,0,0
987,363.9,16,0.72,A,0,610,231,0,0
988,364.26,16,0.72,A,0,611,231,0,0
989,364.63,15,0.77,A,0,611,231,0,0
990,365.13,17,0.72,A,0,612,231,0,0
991,365.53,13,0.74,A,0,612,231,0,0
992,365.89,13,0.68,A,0,612,231,0,0
993,366.36,14,0.76,A,0,612,231,0,0
994,366.78,13,0.83,A,0,612,231,0,0
995,367.16,15,0.82,A,0,613,231,0,0
996,367.63,17,0.81,A,0,613,231,0,0
997,367.99,15,0.78,A,0,613,231,0,0
998,368.4,15,0.81,A,0,613,231,0,0
999,368.89,17,0.75,A,0,613,231,0,0
1000,369.24,15,0.71,A,0,613,231,0,0
1001,369.62,17,0.69,A,0,614,231,0,0
1002,370.13,14,0.73,A,0,615,231,0,0
1003,370.5,13,0.78,A,0,615,231,0,0
1004,370.85,13,0.87,A,0,615,231,0,0
1005,371.36,14,0.87,A,0,617,231,0,0
1006,371.77,16,0.77,A,0,617,231,0,0
1007,372.15,12,0.75,A,0,617,231,0,0
1008,372.61,14,0.82,A,0,617,231,0,0
1009,372.97,12,0.85,A,0,617,231,0,0
1010,373.36,13,0.92,A,0,618,231,0,0
1011,373.84,13,0.86,A,0,618,231,0,0
1012,374.2,12,0.84,A,0,618,231,0,0
1013,374.56,15,0.89,A,0,619,231,0,0
1014,375.08,12,0.87,A,0,619,231,0,0
1015,375.46,11,0.91,A,0,621,231,0,0
1016,375.81,12,0.92,A,0,623,231,0,0
1017,376.29,14,0.95,A,0,623,231,0,0
1018,376.72,14,0.92,A,0,623,231,0,0
1019,377.08,14,0.95,A,0,624,232,0,0
1020,377.59,14,0.97,A,0,624,232,0,0
1021,377.95,15,1,A,0,625,232,0,0
1022,378.33,15,0.96,A,0,626,233,0,0
1023,378.94,14,0.98,A,0,626,233,0,0
1024,379.35,13,0.98,A,0,627,234,0,0
1025,379.85,14,0.97,A,0,629,234,0,0
1026,380.21,15,0.98,A,0,629,234,0,0
1027,380.58,11,1.07,A,0,629,234,0,0
1028,381.12,12,0.98,A,0,629,234,0,0
1029,381.49,12,1,A,0,629,234,0,0
1030,381.85,12,1.05,A,0,630,234,0,0
1031,382.33,9,1.03,A,0,630,234,0,0
1032,382.73,11,1.08,A,0,630,234,0,0
1033,383.11,11,1.08,A,0,630,236,0,0
1034,383.58,12,1.08,A,0,630,236,0,0
1035,383.97,11,1.07,A,0,631,236,0,0
1036,384.39,9,1.16,A,0,632,237,0,0
1037,384.87,9,1.17,A,0,632,237,0,0
1038,385.23,10,1.12,A,0,632,237,0,0
1039,385.61,12,1.05,A,0,633,241,0,0
1040,386.13,13,1.04,A,0,635,241,0,0
1041,386.52,10,1.16,A,0,635,241,0,0
1042,386.89,13,1.13,A,0,635,242,0,0
1043,387.38,12,1.15,A,0,636,242,0,0
1044,387.79,11,1.17,A,0,637,242,0,0
1045,388.16,10,1.25,A,0,637,244,0,0
1046,388.72,13,1.17,A,0,639,244,0,0
1047,389.12,12,1.19,A,0,640,244,0,0
1048,389.52,11,1.25,A,0,641,244,0,0
1049,390.04,12,1.27,A,0,641,244,0,0
1050,390.45,9,1.32,A,0,641,244,0,0
1051,390.83,11,1.3,A,0,641,244,0,0
1052,391.3,14,1.2,A,0,642,244,0,0
1053,391.68,16,1.18,A,0,643,244,0,0
1054,392.1,11,1.27,A,0,643,245,0,0
1055,392.62,11,1.35,A,0,645,245,0,0
1056,393,13,1.26,A,0,645,245,0,0
1057,393.37,12,1.25,A,0,646,245,0,0
1058,393.89,14,1.29,A,0,646,245,0,0
1059,394.26,14,1.35,A,0,646,245,0,0
1060,394.63,15,1.38,A,0,646,246,0,0
1061,395.12,12,1.46,A,0,646,246,0,0
1062,395.53,11,1.45,A,0,646,246,0,0
1063,395.91,11,1.44,A,0,647,249,0,0
1064,396.4,14,1.47,A,0,649,249,0,0
1065,396.77,15,1.47,A,0,650,249,0,0
1066,397.19,15,1.43,A,0,651,249,0,0
1067,397.7,14,1.48,A,0,651,249,0,0
1068,398.06,14,1.51,A,0,652,249,0,0
1069,398.43,15,1.5,A,0,653,249,0,0
1070,398.96,13,1.48,A,0,653,249,0,0
1071,399.33,13,1.48,A,0,655,249,0,0
1072,399.69,12,1.41,A,0,655,249,0,0
1073,400.2,14,1.55,A,0,657,249,0,0
1074,400.61,14,1.58,A,0,657,249,0,0
1075,401.01,12,1.46,A,0,657,249,0,0
1076,401.52,13,1.72,A,0,658,249,0,0
1077,401.89,14,1.55,A,0,659,249,0,0
1078,402.32,17,1.55,A,0,660,249,0,0
1079,402.83,15,1.66,A,0,660,249,0,0
1080,403.2,14,1.7,A,0,660,249,0,0
1081,403.58,13,1.69,A,0,660,249,0,0
1082,404.1,15,1.67,A,0,661,249,0,0
1083,404.47,13,1.72,A,0,662,249,0,0
1084,404.86,14,1.68,A,0,662,251,0,0
1085,405.39,13,1.74,A,0,662,251,0,0
1086,405.79,12,1.74,A,0,662,251,0,0
1087,406.17,13,1.77,A,0,662,252,0,0
1088,406.66,14,1.82,A,0,663,252,0,0
1089,407.04,10,1.77,A,0,663,252,0,0
1090,407.45,14,1.81,A,0,665,252,0,0
1091,407.95,16,1.81,A,0,665,252,0,0
1092,408.32,12,1.91,A,0,665,252,0,0
1093,408.7,14,1.92,A,0,665,252,0,0
1094,409.22,15,1.91,A,0,667,252,0,0
1095,409.62,13,1.82,A,0,668,252,0,0
1096,409.99,16,1.96,A,0,668,252,0,0
1097,410.48,12,1.93,A,0,668,252,0,0
1098,410.88,13,1.91,A,0,668,252,0,0
1099,411.39,13,1.9,A,0,668,252,0,0
1100,411.89,13,1.91,A,0,669,252,0,0
1101,412.26,13,1.93,A,0,671,252,0,0
1102,412.72,12,1.93,A,0,671,252,0,0
1103,413.25,11,1.89,A,0,671,252,0,0
1104,413.67,12,1.9,A,0,671,252,0,0
1105,414.07,11,1.95,A,0,671,252,0,0
1106,414.54,13,1.95,A,0,673,252,0,0
1107,414.92,11,1.99,A,0,673,252,0,0
1108,415.35,9,1.99,A,0,673,252,0,0
1109,415.83,11,2.01,A,0,673,252,0,0
1110,416.23,12,2.03,A,0,674,252,0,0
1111,416.61,11,2.03,A,0,674,252,0,0
1112,417.1,12,2.16,A,0,676,252,0,0
1113,417.47,14,2.16,A,0,676,252,0,0
1114,417.9,10,2.18,A,0,677,252,0,0
1115,418.47,12,2.08,A,0,677,252,0,0
1116,418.84,12,2.13,A,0,677,252,0,0
1117,419.24,8,2.24,A,0,678,253,0,0
1118,419.81,8,2.2,A,0,679,253,0,0
1119,420.21,11,2.22,A,0,680,253,0,0
1120,420.58,13,2.24,A,0,680,253,0,0
1121,421.08,11,2.22,A,0,681,253,0,0
1122,421.57,13,2.16,A,0,682,253,0,0
1123,421.98,13,2.08,A,0,682,254,0,0
1124,422.48,12,2.15,A,0,683,254,0,0
1125,422.89,12,2.09,A,0,683,254,0,0
1126,423.35,11,2.15,A,0,683,255,0,0
1127,423.87,14,2.14,A,0,685,255,0,0
1128,424.26,12,2.15,A,0,685,255,0,0
1129,424.63,12,2.21,A,0,685,255,0,0
1130,425.27,12,2.13,A,0,686,255,0,0
1131,425.66,11,2.18,A,0,686,256,0,0
1132,426.16,14,2.17,A,0,687,256,0,0
1133,426.54,14,2.28,A,0,688,256,0,0
1134,426.96,11,2.18,A,0,689,257,0,0
1135,427.47,13,2.24,A,0,691,257,0,0
1136,427.85,12,2.32,A,0,691,257,0,0
1137,428.22,11,2.43,A,0,691,257,0,0
1138,428.78,10,2.31,A,0,691,257,0,0
1139,429.17,9,2.41,A,0,691,257,0,0
1140,429.55,10,2.45,A,0,693,257,0,0
1141,430.04,10,2.43,A,0,693,257,0,0
1142,430.44,10,2.48,A,0,695,257,0,0
1143,430.84,8,2.53,A,0,695,257,0,0
1144,431.34,9,2.56,A,0,696,257,0,0
1145,431.72,9,2.61,A,0,696,257,0,0
1146,432.13,10,2.58,A,0,698,258,0,0
1147,432.79,9,2.5,A,0,698,258,0,0
1148,433.18,10,2.51,A,0,698,259,0,0
1149,433.75,9,2.41,A,0,698,259,0,0
1150,434.17,9,2.49,A,0,698,259,0,0
1151,434.58,8,2.5,A,0,699,262,0,0
1152,435.08,9,2.44,A,0,700,262,0,0
1153,435.46,10,2.54,A,0,702,262,0,0
1154,435.87,10,2.46,A,0,704,263,0,0
1155,436.37,9,2.56,A,0,704,263,0,0
1156,436.74,8,2.57,A,0,704,263,0,0
1157,437.16,9,2.65,A,0,704,266,0,0
1158,437.7,10,2.51,A,0,704,266,0,0
1159,438.1,11,2.33,A,0,704,266,0,0
1160,438.55,11,2.74,A,0,707,267,0,0
1161,439.07,11,2.75,A,0,708,267,0,0
1162,439.56,10,2.68,A,0,709,268,0,0
1163,440.09,10,2.63,A,0,709,268,0,0
1164,440.46,9,2.78,A,0,709,268,0,0
1165,440.83,10,2.82,A,0,711,270,0,0
1166,441.36,11,2.85,A,0,712,270,0,0
1167,441.81,10,2.91,A,0,713,270,0,0
1168,442.2,10,2.98,A,0,713,272,0,0
1169,442.83,9,2.8,A,0,713,272,0,0
1170,443.2,8,2.92,A,0,713,272,0,0
1171,443.68,7,2.91,A,0,714,274,0,0
1172,444.25,7,2.92,A,0,714,274,0,0
1173,444.64,7,2.93,A,0,714,274,0,0
1174,445.03,7,2.97,A,0,715,282,0,0
1175,445.63,6,2.9,A,0,715,282,0,0
1176,446.03,6,3.05,A,0,717,287,0,0
1177,446.54,7,3,A,0,717,287,0,0
1178,446.91,7,2.94,A,0,718,287,0,0
1179,447.28,7,2.99,A,0,720,292,0,0
1180,447.85,7,2.98,A,0,720,292,0,0
